Phylo,Species,Family,Order,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand-Wing.Index,Tail.Length,Mass,Habitat,Habitat.Density,Migration,Trophic.Level,Trophic.Niche,Primary.Lifestyle,Min.Latitude,Max.Latitude,Centroid.Latitude,Centroid.Longitude,Range.Size,Species.Status
Terpsiphone viridis,Terpsiphone_viridis,Monarchidae,Passeriformes,17.9,9.7,5.9,4.7,15.4,79.4,15.1,64.2,19,90.2,13.2,Woodland,2,1,Carnivore,Invertivore,Insessorial,-34.84,19.06,-2.08,22.29,14483913.96,Extant
Trochocercus cyanomelas,Trochocercus_cyanomelas,Monarchidae,Passeriformes,14.7,6.4,5,3.1,17.4,68.2,9.6,58.6,14.1,73.3,10.2,Forest,1,1,Carnivore,Invertivore,Insessorial,-34.84,1.51,-14.72,32.59,1401631.68,Extant
Trochocercus nitens,Trochocercus_nitens,Monarchidae,Passeriformes,14.7,7.5,5.4,3.8,16,64.7,6.8,57.8,10.6,69.2,11.8,Forest,1,1,Carnivore,Invertivore,Insessorial,-11.11,10.04,0.96,15.82,3680877.6,Extant
Anthus antarcticus,Anthus_antarcticus,Motacillidae,Passeriformes,16.1,9.8,3.2,3.5,23.6,81.8,17.1,64.7,20.9,63.5,36.1,Grassland,3,1,Carnivore,Invertivore,Terrestrial,-54.89,-53.98,-54.37,-37,608.33,Extant
Anthus berthelotii,Anthus_berthelotii,Motacillidae,Passeriformes,14.3,8.2,2.8,3.1,21.5,72.2,16.6,55.6,23,60.2,15.9,Rock,2,1,Carnivore,Invertivore,Terrestrial,27.64,33.12,28.79,-15.8,8283.44,Extant
Anthus bogotensis,Anthus_bogotensis,Motacillidae,Passeriformes,15.8,8.8,3.3,4.1,22.8,79.2,15.2,63.9,19.2,57.8,25.1,Grassland,3,1,Omnivore,Invertivore,Terrestrial,-27.59,9.11,-8.21,-74.29,336033.74,Extant
Anthus brachyurus,Anthus_brachyurus,Motacillidae,Passeriformes,12.1,7,3,3.2,16.6,63.1,12.6,51,19.8,40.8,15.3,Grassland,3,1,Carnivore,Invertivore,Terrestrial,-30.76,1.16,-8.68,23.48,1510203.28,Extant
Anthus caffer,Anthus_caffer,Motacillidae,Passeriformes,13.2,7.6,3.3,3.8,17.9,71.1,14.5,56.6,20.4,54,16.8,Grassland,2,1,Carnivore,Invertivore,Terrestrial,-29.17,5.82,-18.02,28.3,777647.91,Extant
Anthus campestris,Anthus_campestris,Motacillidae,Passeriformes,16.1,9.9,3.5,3.9,24.7,91.2,26.1,65.3,28.5,70.6,23,Grassland,3,3,Carnivore,Invertivore,Terrestrial,30.16,59.8,45.89,51.57,11176674.59,Extant
Anthus cervinus,Anthus_cervinus,Motacillidae,Passeriformes,14.1,7.9,3,3,21.7,83.3,22.9,60.3,27.5,56.6,20.9,Grassland,3,3,Carnivore,Invertivore,Terrestrial,48.72,75.18,68.1,104.51,3787889.02,Extant
Anthus chacoensis,Anthus_chacoensis,Motacillidae,Passeriformes,13.5,7.8,2.8,3,17,64.5,15.4,49.1,23.9,48,21.8,Grassland,3,1,Carnivore,Invertivore,Terrestrial,-38.45,-22.22,-31.64,-60.46,621127.8,Extant
Anthus chloris,Anthus_chloris,Motacillidae,Passeriformes,15.2,8.9,3.1,3.6,24.3,84.5,17.4,67.8,20.4,72.2,25.1,Grassland,3,1,Carnivore,Invertivore,Terrestrial,-32.39,-24.75,-28.43,29.46,82125.98,Extant
Anthus correndera,Anthus_correndera,Motacillidae,Passeriformes,14.8,9.2,3.4,3.9,23.4,74.3,16,58.3,21.5,59.8,20.9,Grassland,3,1,Carnivore,Invertivore,Terrestrial,-55.31,-10.2,-34.9,-66.55,3686700.66,Extant
Anthus crenatus,Anthus_crenatus,Motacillidae,Passeriformes,19.8,11.2,3.5,4.5,27.5,84.3,16.4,67.7,19.6,67.4,30.7,Grassland,3,1,Carnivore,Invertivore,Terrestrial,-33.85,-26.11,-30.3,25.52,343690.4,Extant
Anthus furcatus,Anthus_furcatus,Motacillidae,Passeriformes,13.5,8.6,3.6,4,20.5,74.8,20.9,53.9,27.9,56.8,20.1,Grassland,3,1,Carnivore,Invertivore,Terrestrial,-42.89,-9.53,-31.04,-63.2,1987553.38,Extant
Anthus godlewskii,Anthus_godlewskii,Motacillidae,Passeriformes,15,8.8,3.5,3.8,25.5,89.8,23.1,65.9,26,71.4,25.3,Rock,3,3,Carnivore,Invertivore,Terrestrial,42.7,56.22,48.72,102.13,2405877.03,Extant
Anthus gustavi,Anthus_gustavi,Motacillidae,Passeriformes,15.4,9,3.4,3.7,22.2,80.5,25,54.9,31.3,57.3,19.8,Shrubland,3,3,Carnivore,Invertivore,Terrestrial,42.07,72.71,65.91,119.79,4257344.47,Extant
Anthus gutturalis,Anthus_gutturalis,Motacillidae,Passeriformes,17.7,10,3.8,4.1,28.9,96.3,19.8,77.1,20.4,78.6,36.3,Grassland,3,1,Omnivore,Invertivore,Terrestrial,-9.83,-3.42,-5.14,141.34,34559.91,Extant
Anthus hellmayri,Anthus_hellmayri,Motacillidae,Passeriformes,14.6,8.8,3.5,3.8,22.4,76.2,14.1,62.1,18.5,65.2,18.6,Grassland,3,1,Carnivore,Invertivore,Terrestrial,-49.47,-12.52,-30.82,-59.15,1204397.36,Extant
Anthus hodgsoni,Anthus_hodgsoni,Motacillidae,Passeriformes,14.1,7.9,3.4,3.4,20.2,81,20.8,59.5,25.9,58.4,21.3,Grassland,3,3,Carnivore,Invertivore,Terrestrial,21.78,69.12,51.36,108.28,14109130.12,Extant
Anthus hoeschi,Anthus_hoeschi,Motacillidae,Passeriformes,16.4,9.8,4,3.9,26.6,84.9,24.8,60.1,29.1,72.1,27,Grassland,3,3,Carnivore,Invertivore,Terrestrial,-31.37,-28.43,-29.75,28.42,31304.48,Extant
Anthus leucophrys,Anthus_leucophrys,Motacillidae,Passeriformes,16.6,9.8,3.3,4.1,29.1,94.9,26.9,67.7,28.4,69.4,25,Grassland,2,1,Carnivore,Invertivore,Terrestrial,-34.84,17.14,-2.03,18.95,8950743.53,Extant
Anthus lineiventris,Anthus_lineiventris,Motacillidae,Passeriformes,18.4,10.2,3.7,5,27.8,84,14.9,69,17.8,74.2,35,Grassland,3,1,Carnivore,Invertivore,Terrestrial,-31.44,-1.26,-16.48,30.33,1635119.6,Extant
Anthus longicaudatus,Anthus_longicaudatus,Motacillidae,Passeriformes,17,10.2,3.7,4,28.8,103,24.8,77,24.4,79.2,32.2,NA,3,NA,NA,NA,Terrestrial,NA,NA,NA,NA,NA,Invalid
Anthus lutescens,Anthus_lutescens,Motacillidae,Passeriformes,13.7,8.5,3.2,3.3,19.7,61.6,9,53.1,14.2,45.3,12.6,Shrubland,3,2,Carnivore,Invertivore,Terrestrial,-37.14,10.02,-17.08,-55.08,7329614.91,Extant
Anthus melindae,Anthus_melindae,Motacillidae,Passeriformes,16.2,9.9,3.4,4.8,26.1,83.6,16.2,67.3,19.4,63.2,22.5,Grassland,3,1,Carnivore,Invertivore,Terrestrial,-3.84,4.22,0.91,43.46,108383.57,Extant
Anthus nattereri,Anthus_nattereri,Motacillidae,Passeriformes,11.8,8,3.4,4,23.2,71.9,14.2,60.3,19.1,58.1,19.5,Grassland,3,1,Carnivore,Invertivore,Terrestrial,-32.87,-19.55,-25.7,-51.57,181070.54,Extant
Anthus nilghiriensis,Anthus_nilghiriensis,Motacillidae,Passeriformes,15.5,9.1,3.6,3.9,23.7,74.8,11.8,62.7,15.8,69.3,31,Grassland,3,1,Carnivore,Invertivore,Terrestrial,8.34,12.37,10.5,76.97,11553.33,Extant
Anthus novaeseelandiae,Anthus_novaeseelandiae,Motacillidae,Passeriformes,15.5,9.2,3.4,3.9,25.6,83.8,19.7,67.2,22.6,65.1,24.1,Grassland,3,1,Carnivore,Invertivore,Terrestrial,-52.62,-5.1,-27.09,135.73,6479742.4,Extant
Anthus pallidiventris,Anthus_pallidiventris,Motacillidae,Passeriformes,17.1,11,4.2,5,31.3,93,19.7,73.3,21.3,68.1,31,Grassland,3,1,Carnivore,Invertivore,Terrestrial,-10.56,5.59,-2.53,13.88,942199.86,Extant
Anthus petrosus,Anthus_petrosus,Motacillidae,Passeriformes,16.8,11,3.2,3.6,23,88.2,23.4,64.8,26.5,62.9,22.4,Rock,3,2,Carnivore,Invertivore,Terrestrial,45.64,71.19,61.1,11.33,292817.47,Extant
Anthus pratensis,Anthus_pratensis,Motacillidae,Passeriformes,14.2,8.1,3.1,3.1,21.5,77.8,18.9,58.7,24.3,56.3,18.4,Grassland,3,2,Carnivore,Invertivore,Terrestrial,41.08,71.19,59.47,30.67,6733599.47,Extant
Anthus richardi,Anthus_richardi,Motacillidae,Passeriformes,17,10.3,4,4.2,27.1,88.4,22.6,65.3,25.8,67.3,32.2,Grassland,3,3,Carnivore,Invertivore,Terrestrial,-34.84,64.85,27.9,81.86,23144273.14,Extant
Anthus roseatus,Anthus_roseatus,Motacillidae,Passeriformes,13.7,8,3,3.1,21.5,82.8,15,67.3,18.1,60.6,20.6,Grassland,3,1,Carnivore,Invertivore,Terrestrial,22.63,43.81,33.88,95.28,4930715.09,Extant
Anthus rubescens,Anthus_rubescens,Motacillidae,Passeriformes,14.5,9.4,3.1,3.1,21.2,85,24.1,60.9,28.4,67.6,20.7,Grassland,3,3,Carnivore,Invertivore,Terrestrial,31.22,76.17,61.56,13.05,12413847.38,Extant
Anthus rufulus,Anthus_rufulus,Motacillidae,Passeriformes,15,8.6,3.3,3.5,25.1,77.4,16.7,60.5,21.6,56.4,20.4,Grassland,3,1,Carnivore,Invertivore,Terrestrial,-10.94,36.27,18.8,90.02,7678484.07,Extant
Anthus similis,Anthus_similis,Motacillidae,Passeriformes,19.3,10.7,3.7,4.2,25.5,90.2,17.4,72.5,19.4,70.3,25.3,Grassland,3,1,Carnivore,Invertivore,Terrestrial,NA,NA,NA,NA,NA,Extant
Anthus sokokensis,Anthus_sokokensis,Motacillidae,Passeriformes,14.2,8.3,2.9,3.5,18,68.8,12.4,56.3,18.1,55.8,15,Forest,1,1,Carnivore,Invertivore,Terrestrial,-6.96,-2.83,-4.74,39.39,2265.15,Extant
Anthus spinoletta,Anthus_spinoletta,Motacillidae,Passeriformes,16.4,9.7,3.1,3.4,22.9,86.9,20.4,66.5,23.4,63.3,23.9,Grassland,3,3,Carnivore,Invertivore,Terrestrial,34.13,59.24,45.38,74.9,3806294.97,Extant
Anthus spragueii,Anthus_spragueii,Motacillidae,Passeriformes,14.2,8.9,3.5,3.8,22.2,78.1,20.8,58.1,26.4,65.2,25.5,Grassland,3,3,Carnivore,Invertivore,Terrestrial,44.84,55.21,50.4,-106.54,1036783.61,Extant
Anthus sylvanus,Anthus_sylvanus,Motacillidae,Passeriformes,16.1,8.9,3.3,4.9,22.7,80.4,16.1,64.3,20.1,67.6,31,Grassland,3,1,Carnivore,Invertivore,Terrestrial,22.15,35.19,27.03,99.02,465229.13,Extant
Anthus trivialis,Anthus_trivialis,Motacillidae,Passeriformes,15.7,8,3.3,3.8,20.6,86.1,25.2,60.7,29.3,59.9,23.3,Woodland,2,3,Omnivore,Invertivore,Terrestrial,27.64,70.54,56.07,58.29,15353264.33,Extant
Anthus vaalensis,Anthus_vaalensis,Motacillidae,Passeriformes,17,10.2,3.7,4,28.8,103,24.8,77,24.4,79.2,27,Grassland,3,1,Carnivore,Invertivore,Terrestrial,NA,NA,NA,NA,NA,Extant
Dendronanthus indicus,Dendronanthus_indicus,Motacillidae,Passeriformes,17.5,11.1,3.3,3.4,20.5,78.4,26.9,51.3,34.4,67,16.4,Forest,1,3,Carnivore,Invertivore,Terrestrial,24,52.52,36.72,118.98,3836185.44,Extant
Macronyx ameliae,Macronyx_ameliae,Motacillidae,Passeriformes,18.7,9.4,3.9,4.9,30.8,89.8,15.8,73.5,17.7,68.2,33.5,Grassland,3,1,Carnivore,Invertivore,Terrestrial,-28.89,1.5,-12.64,25.58,1902624.72,Extant
Macronyx aurantiigula,Macronyx_aurantiigula,Motacillidae,Passeriformes,18.7,10.3,4.2,5.4,33.1,91.8,11.6,80.7,12.6,73.2,39.4,Grassland,3,1,Carnivore,Invertivore,Terrestrial,-5.67,4.13,-1.79,38.96,375644.56,Extant
Macronyx capensis,Macronyx_capensis,Motacillidae,Passeriformes,21,11.9,4.1,5.2,34.2,94.4,21.4,73.9,22.5,66.2,50,Grassland,3,1,Omnivore,Invertivore,Terrestrial,-34.84,-16.67,-27.78,27.51,815796.1,Extant
Macronyx croceus,Macronyx_croceus,Motacillidae,Passeriformes,19.6,10.3,4.1,5.8,34.7,93.4,14.6,78.8,15.6,75.9,47.1,Grassland,3,1,Carnivore,Invertivore,Terrestrial,-33.62,16.59,2.3,14.78,6192075.07,Extant
Macronyx flavicollis,Macronyx_flavicollis,Motacillidae,Passeriformes,17,9.4,3.7,4.8,31.5,87.8,15.6,71.2,18,59.6,45.1,Grassland,3,1,Carnivore,Invertivore,Terrestrial,5.02,13.38,8.92,38.16,404989.73,Extant
Macronyx fuellebornii,Macronyx_fuellebornii,Motacillidae,Passeriformes,19.9,11.3,4.5,5.5,37.9,94.5,19,75.8,20.1,66.2,55.2,Grassland,3,1,Carnivore,Invertivore,Terrestrial,-17.62,-5.38,-11.52,22.98,2079510.44,Extant
Macronyx grimwoodi,Macronyx_grimwoodi,Motacillidae,Passeriformes,21.2,12.4,4.6,5.5,35.9,95.5,16.6,78.9,17.5,72,45.1,Grassland,3,1,Carnivore,Invertivore,Terrestrial,-15.26,-5.6,-10.59,20.31,671345.15,Extant
Macronyx sharpei,Macronyx_sharpei,Motacillidae,Passeriformes,17,9.7,3.7,4.9,28.5,87,15.7,71.3,18.1,67.8,29.9,Grassland,3,1,Carnivore,Invertivore,Terrestrial,-0.95,1.33,-0.58,36.29,1870.77,Extant
Motacilla aguimp,Motacilla_aguimp,Motacillidae,Passeriformes,18.7,10.5,3.5,3.7,24,91.3,23.1,68.1,25.3,94.2,27,Riverine,2,1,Carnivore,Invertivore,Terrestrial,-34.21,23.83,-4.59,22.85,11321309.75,Extant
Motacilla alba,Motacilla_alba,Motacillidae,Passeriformes,16.1,9.7,3.4,3.5,23.4,87,27.4,59.7,31.4,86.8,23.9,Human Modified,3,3,Carnivore,Invertivore,Terrestrial,22.95,76,52.86,81.67,39488711.64,Extant
Motacilla capensis,Motacilla_capensis,Motacillidae,Passeriformes,16.6,10.2,3.2,3.6,23.1,81.6,21,60,25.9,86.2,20.8,Wetland,3,2,Carnivore,Invertivore,Terrestrial,-34.84,2.61,-20.62,23.12,3891210.17,Extant
Motacilla cinerea,Motacilla_cinerea,Motacillidae,Passeriformes,17.4,10.8,3.1,3,18.2,82.8,28.6,54,34.6,94.4,17.2,Riverine,3,2,Carnivore,Invertivore,Terrestrial,21.89,70.42,52.19,88.74,19613139.17,Extant
Motacilla citreola,Motacilla_citreola,Motacillidae,Passeriformes,16.2,9.6,3.2,3.5,25.3,85.5,24.2,61.7,28.2,82.8,19.1,Wetland,3,3,Carnivore,Aquatic predator,Terrestrial,26.07,74.32,52.43,81.65,16401945.75,Extant
Motacilla clara,Motacilla_clara,Motacillidae,Passeriformes,17.7,10.2,3.7,3.5,20.3,82.2,21.4,60.3,26.2,97.9,17.9,Forest,3,1,Carnivore,Invertivore,Terrestrial,-33.58,15.06,-6.04,26.3,3122296.6,Extant
Motacilla flava,Motacilla_flava,Motacillidae,Passeriformes,16,9.5,3.3,3.4,23.5,79.3,25,54.2,31.5,69.3,17.7,Grassland,3,3,Carnivore,Invertivore,Terrestrial,17.62,72.89,54.94,75.35,28413443.56,Extant
Motacilla flaviventris,Motacilla_flaviventris,Motacillidae,Passeriformes,16.5,9.7,3.4,3.7,22.5,81.2,21.6,59.7,26.5,86.5,22.5,Riverine,3,1,Carnivore,Invertivore,Terrestrial,-25.61,-11.95,-19.38,46.7,591120.51,Extant
Motacilla grandis,Motacilla_grandis,Motacillidae,Passeriformes,17.9,11.2,2.9,3.7,25.5,93.9,26.9,66.7,28.7,99.6,30.2,Riverine,3,1,Carnivore,Invertivore,Terrestrial,30.99,45.52,37.55,137.02,413664.86,Extant
Motacilla madaraspatensis,Motacilla_madaraspatensis,Motacillidae,Passeriformes,18.8,11.8,3.7,4.1,25.8,97.1,24.8,71.6,25.6,105.4,30.5,Riverine,3,1,Carnivore,Invertivore,Terrestrial,8.07,34.17,22.38,79.18,2810164.27,Extant
Motacilla samveasnae,Motacilla_samveasnae,Motacillidae,Passeriformes,17.6,11.1,3.5,3.6,21.8,78.5,21.1,57.4,26.9,77.8,22.7,Riverine,3,1,Carnivore,Invertivore,Generalist,12.59,15.14,13.82,106.46,37892.03,Extant
Tmetothylacus tenellus,Tmetothylacus_tenellus,Motacillidae,Passeriformes,15.4,7.7,3.3,3.8,26.1,82,19.6,62.7,23.7,56.8,20.1,Grassland,3,1,Carnivore,Invertivore,Terrestrial,-8.64,11.38,1.42,40.25,1285795.15,Extant
Bradornis infuscatus,Bradornis_infuscatus,Muscicapidae,Passeriformes,18,10.3,4.3,4.8,25.1,105.1,27,78.1,25.7,79,32.4,Grassland,2,1,Carnivore,Invertivore,Insessorial,-33.33,-10.67,-25.18,20.62,1446786.72,Extant
Bradornis mariquensis,Bradornis_mariquensis,Muscicapidae,Passeriformes,15.8,9.1,4,4.5,22,85.8,16.4,69.4,19,76.5,25.2,Grassland,3,1,Carnivore,Invertivore,Insessorial,-28.17,-14.46,-22.04,22.27,1651176.93,Extant
Bradornis microrhynchus,Bradornis_microrhynchus,Muscicapidae,Passeriformes,15.6,8.7,3.9,4,20.5,81.3,13.9,67.4,17.1,63.7,19.5,Shrubland,2,1,Carnivore,Invertivore,Insessorial,-9.31,11.99,2.87,39.89,2477905.95,Extant
Bradornis pallidus,Bradornis_pallidus,Muscicapidae,Passeriformes,16.4,9.6,3.7,4.2,20.9,89.9,17.3,73,19,72.8,23.6,Woodland,2,1,Carnivore,Invertivore,Insessorial,-29.81,16.54,-4.16,22.72,9110671.42,Extant
Cercomela dubia,Cercomela_dubia,Muscicapidae,Passeriformes,16.1,9.9,3.5,4.4,23,79.2,12.3,66.9,15.5,59.6,19.4,Shrubland,2,3,Carnivore,Invertivore,Insessorial,8.4,11.11,9.89,40.92,65375.12,Extant
Cercomela familiaris,Cercomela_familiaris,Muscicapidae,Passeriformes,18.1,9.7,3.3,3.6,24.1,82.9,16.7,66.2,20,60.4,19.5,Shrubland,2,1,Carnivore,Invertivore,Insessorial,-34.84,14.75,-10.67,22.57,7293437.67,Extant
Cercomela fusca,Cercomela_fusca,Muscicapidae,Passeriformes,17.6,10,3.9,4.1,24.6,90.2,18.1,71.9,20.1,69.7,12.7,Rock,3,1,Carnivore,Invertivore,Insessorial,20.17,33.77,25.88,77.02,1062229.72,Extant
Cercomela melanura,Cercomela_melanura,Muscicapidae,Passeriformes,17.6,9.8,3.5,3.5,23,82.2,16.7,65.7,20.2,63.4,15.2,Rock,2,1,Carnivore,Invertivore,Insessorial,7.81,32.98,19.31,32.42,2174337.34,Extant
Cercomela schlegelii,Cercomela_schlegelii,Muscicapidae,Passeriformes,18.1,9.3,3.3,3.4,29.7,94.7,23.9,70,25.4,66.2,23.3,Shrubland,2,1,Omnivore,Invertivore,Generalist,-34.01,-11.84,-26.81,19.41,1144740.06,Extant
Cercomela scotocerca,Cercomela_scotocerca,Muscicapidae,Passeriformes,14.8,8.7,3.5,3.8,20.6,68.4,10.5,57.9,15.4,54.8,16,Rock,3,1,Omnivore,Invertivore,Generalist,0.15,18.61,9.25,34.7,554755.07,Extant
Cercomela sinuata,Cercomela_sinuata,Muscicapidae,Passeriformes,15.2,9.6,3.1,3.5,27.6,77.2,14.9,62.3,19.3,49.6,18.1,Shrubland,2,1,Omnivore,Invertivore,Insessorial,-34.84,-25.99,-29.89,22.77,793361.3,Extant
Cercomela sordida,Cercomela_sordida,Muscicapidae,Passeriformes,15.8,8.5,3.3,3.5,27.9,74.7,9.9,64.7,13.3,51.6,21,Grassland,2,1,Carnivore,Invertivore,Insessorial,-3.42,14.89,7.26,38.34,188372.16,Extant
Cercomela tractrac,Cercomela_tractrac,Muscicapidae,Passeriformes,18.8,10.4,3.3,3.6,30.1,87.8,22.7,65.1,25.8,52.1,20.8,Shrubland,2,1,Carnivore,Invertivore,Insessorial,-32.95,-11.34,-25.89,18.67,1018879.12,Extant
Cercotrichas podobe,Cercotrichas_podobe,Muscicapidae,Passeriformes,18.2,10.6,3.8,4.3,27.8,86.6,15.1,71.9,17.3,106.2,23.9,Shrubland,2,1,Carnivore,Invertivore,Terrestrial,10.37,30.24,15.7,14.43,3790267.02,Extant
Chaimarrornis leucocephalus,Chaimarrornis_leucocephalus,Muscicapidae,Passeriformes,16.6,8.8,3.5,3.7,27.6,89.6,17.2,69.8,19.9,73,30,Riverine,2,1,Carnivore,Aquatic predator,Terrestrial,22.11,41.32,31.86,99.42,4081167.55,Extant
Cichladusa arquata,Cichladusa_arquata,Muscicapidae,Passeriformes,20.1,11.8,4.4,5,26.2,87,10.5,77.3,11.9,89,34.2,Shrubland,2,1,Carnivore,Invertivore,Terrestrial,-25.67,-1.07,-11.38,32.36,2314814.62,Extant
Cichladusa guttata,Cichladusa_guttata,Muscicapidae,Passeriformes,19.1,10.3,3.9,4.3,25.8,84.4,9.8,74.7,11.6,82.7,23.1,Shrubland,2,1,Carnivore,Invertivore,Terrestrial,-7.15,8.68,1.56,37.59,1373382.96,Extant
Cichladusa ruficauda,Cichladusa_ruficauda,Muscicapidae,Passeriformes,17.9,10.1,4.1,4.9,24.9,85.7,11.2,74.4,13.1,80.4,28.5,Shrubland,2,1,Omnivore,Invertivore,Generalist,-18.02,5.34,-7.94,15.04,699193.3,Extant
Cinclidium diana,Cinclidium_diana,Muscicapidae,Passeriformes,16.3,9.4,3.6,4.3,26,83,13,69.8,15.7,66,26.2,Forest,1,1,Carnivore,Invertivore,Generalist,-7.5,5.51,0.16,100.25,91597.85,Extant
Cinclidium frontale,Cinclidium_frontale,Muscicapidae,Passeriformes,16,8.8,3.5,4,35.3,82.4,10.2,72.1,12.4,86.5,25.4,Forest,1,2,Carnivore,Invertivore,Generalist,18.97,29.54,22.24,100.31,219607.05,Extant
Cinclidium leucurum,Cinclidium_leucurum,Muscicapidae,Passeriformes,17,9.7,3.6,4.3,27.2,90.8,18.7,72,20.6,72.6,26.8,Forest,2,1,Omnivore,Invertivore,Generalist,3.08,34.39,24.24,102.93,2742251.22,Extant
Copsychus albospecularis,Copsychus_albospecularis,Muscicapidae,Passeriformes,16.9,10.6,4.1,4.9,24.4,71.7,8.8,62.8,12.3,69.4,22.7,Forest,2,1,Carnivore,Invertivore,Generalist,-25.61,-11.95,-19.38,46.7,590920.58,Extant
Copsychus cebuensis,Copsychus_cebuensis,Muscicapidae,Passeriformes,17.8,11.6,4,5.1,25.5,88.3,13.4,74.9,15.1,88.2,28.5,Forest,1,1,Carnivore,Invertivore,Generalist,9.41,11.28,10.31,123.72,4442.73,Extant
Copsychus luzoniensis,Copsychus_luzoniensis,Muscicapidae,Passeriformes,17,10.7,3.5,4.8,25.9,70.6,8,61.5,11.5,76.8,24,Forest,1,1,Carnivore,Invertivore,Generalist,9.04,18.65,14.73,121.83,100785.32,Extant
Copsychus malabaricus,Copsychus_malabaricus,Muscicapidae,Passeriformes,20.6,12.5,4.4,5.1,25.6,92.6,17.4,75.1,18.7,120.8,29.2,Forest,1,1,Carnivore,Invertivore,Insessorial,NA,NA,NA,NA,NA,Extant
Copsychus niger,Copsychus_niger,Muscicapidae,Passeriformes,19,11.3,3.9,4.8,24.8,82.2,12.1,70.2,14.7,96.5,28.5,Forest,1,1,Carnivore,Invertivore,Generalist,7.8,12.33,9.97,118.72,13692.99,Extant
Copsychus saularis,Copsychus_saularis,Muscicapidae,Passeriformes,23.2,15,5.4,5.8,29.5,97.5,18.7,79.2,19.1,84,36,Woodland,1,1,Carnivore,Invertivore,Terrestrial,-8.85,33.84,19.13,97.86,9284838.65,Extant
Copsychus sechellarum,Copsychus_sechellarum,Muscicapidae,Passeriformes,26.3,16.9,5.7,6.6,36.5,116.2,19,97.1,16.3,99.9,70.7,Forest,1,1,Carnivore,Omnivore,Terrestrial,-4.59,-3.8,-4.23,55.75,5.13,Extant
Copsychus stricklandii,Copsychus_stricklandii,Muscicapidae,Passeriformes,19.9,13,4.8,5.7,30.4,98.8,12.3,87.4,12.4,113,29.2,Forest,1,1,Carnivore,Invertivore,Insessorial,NA,NA,NA,NA,NA,Extant
Cossypha albicapilla,Cossypha_albicapilla,Muscicapidae,Passeriformes,23.3,14.4,5.1,5.9,34,124.8,20,103.5,16.2,131.4,58.5,Woodland,2,1,Carnivore,Invertivore,Terrestrial,5.27,15.81,10.07,-0.45,1269495.3,Extant
Cossypha anomala,Cossypha_anomala,Muscicapidae,Passeriformes,15.8,9,3.4,3.9,30.8,73.2,9.2,64.6,12.4,63.2,24.5,Forest,1,1,Carnivore,Invertivore,Terrestrial,-16.59,-3.49,-8.92,35.29,119658.8,Extant
Cossypha archeri,Cossypha_archeri,Muscicapidae,Passeriformes,15.5,8.4,3.5,3.8,29.3,71.8,7.8,64,10.8,55,22.8,Forest,1,1,Carnivore,Invertivore,Terrestrial,-5.22,0.76,-2.32,29.28,60103.14,Extant
Cossypha caffra,Cossypha_caffra,Muscicapidae,Passeriformes,18.8,10,3.6,4,29.1,80.8,11.8,69,14.6,74.6,28.5,Forest,2,1,Carnivore,Invertivore,Generalist,-34.84,4.66,-21.08,28.87,1628062.49,Extant
Cossypha cyanocampter,Cossypha_cyanocampter,Muscicapidae,Passeriformes,18,10.2,4,4.3,27.1,83.6,8,74,9.6,78.8,26.7,Shrubland,1,1,Carnivore,Invertivore,Generalist,-4.04,10.15,3.99,11.26,1817635.07,Extant
Cossypha dichroa,Cossypha_dichroa,Muscicapidae,Passeriformes,19.3,10.9,4.3,5.2,30.2,97,16.5,80.2,17.1,82.6,45.8,Forest,1,1,Carnivore,Invertivore,Insessorial,-34.21,-22.57,-29.05,29.36,253533.92,Extant
Cossypha heinrichi,Cossypha_heinrichi,Muscicapidae,Passeriformes,22.5,13.4,5.1,5.7,34,114,17.3,96.7,15.2,141,60.3,Forest,1,1,Carnivore,Invertivore,Generalist,-8.95,-3.9,-4.39,15.99,6203.48,Extant
Cossypha heuglini,Cossypha_heuglini,Muscicapidae,Passeriformes,19.5,10.3,4,4.5,29.8,95.4,14.5,80.6,15.3,85.5,34.8,Riverine,2,1,Carnivore,Invertivore,Terrestrial,-29.33,13.74,-8.37,28.43,6366999.37,Extant
Cossypha humeralis,Cossypha_humeralis,Muscicapidae,Passeriformes,17.1,9.5,3.4,4,26.9,75.4,8.8,64.9,11.9,71.4,22.8,Woodland,2,1,Carnivore,Invertivore,Terrestrial,-29.52,-17.24,-23.15,30.3,644971.31,Extant
Cossypha isabellae,Cossypha_isabellae,Muscicapidae,Passeriformes,16.5,9.2,4.3,4.3,29.5,73.6,9.7,63.3,13.3,53.2,24,Forest,1,1,Carnivore,Invertivore,Generalist,4.07,7.62,6.12,10.56,51494.15,Extant
Cossypha natalensis,Cossypha_natalensis,Muscicapidae,Passeriformes,18.2,10.5,4.3,4.5,27,91.1,14.5,76.3,16,74.7,34.1,Woodland,2,1,Carnivore,Invertivore,Terrestrial,-33.55,9.39,-9.36,29.73,3643626.52,Extant
Cossypha niveicapilla,Cossypha_niveicapilla,Muscicapidae,Passeriformes,20.5,11,4.4,4.8,28.6,97.8,17.6,80.3,17.9,92.4,36.7,Woodland,2,1,Carnivore,Invertivore,Generalist,-7.97,17.2,7.66,8.08,5176063.97,Extant
